연도,경기날짜,경기시간,경기일시,요일,평일_주말,월,주차_ISO,홈팀,방문팀,구장,기상_매핑_지역키,관중수,지점번호,관측도시,일평균기온(°C),일합계강수량(mm),일평균풍속(m/s),일평균상대습도(%),game_no
2024,2024-08-28,,2024-08-28,수,평일,8,35,키움,삼성,고척,서울_고척,13929,108,서울,28.2,0.0,2.9,62.1,1
2024,2024-08-29,,2024-08-29,목,평일,8,35,KIA,SSG,광주,광주,12931,156,광주,29.2,0.0,2.6,63.1,1
2024,2024-08-29,,2024-08-29,목,평일,8,35,LG,KT,잠실,서울_잠실,13832,108,서울,28.4,0.0,3.1,61.0,1
2024,2024-08-29,,2024-08-29,목,평일,8,35,NC,두산,창원,경남_창원,5985,155,창원,28.9,0.0,3.4,67.8,1
2024,2024-08-29,,2024-08-29,목,평일,8,35,롯데,한화,사직,부산,19434,159,부산,28.5,3.0,4.6,75.1,1
2024,2024-08-29,,2024-08-29,목,평일,8,35,키움,삼성,고척,서울_고척,14903,108,서울,28.4,0.0,3.1,61.0,1
2024,2024-08-30,,2024-08-30,금,평일,8,35,KT,LG,수원,경기_수원,12128,119,수원,27.2,0.0,1.9,69.3,1
2024,2024-08-30,,2024-08-30,금,평일,8,35,키움,롯데,고척,서울_고척,15073,108,서울,28.0,0.0,2.4,64.0,1
2024,2024-08-31,,2024-08-31,토,주말,8,35,SSG,NC,문학,인천,17039,112,인천,26.7,0.0,2.3,73.1,1
2024,2024-08-31,,2024-08-31,토,주말,8,35,두산,롯데,잠실,서울_잠실,23750,108,서울,27.6,0.0,1.9,65.6,1
2024,2024-08-31,,2024-08-31,토,주말,8,35,삼성,KIA,대구,대구,24000,143,대구,27.6,0.0,3.0,62.8,1
2024,2024-08-31,,2024-08-31,토,주말,8,35,한화,KT,한밭,기타,12000,133,대전,26.6,0.0,1.5,70.3,1
2024,2024-09-01,,2024-09-01,일,주말,9,35,SSG,NC,문학,인천,13039,112,인천,26.0,0.0,2.2,73.3,1
2024,2024-09-01,,2024-09-01,일,주말,9,35,두산,롯데,잠실,서울_잠실,23750,108,서울,27.1,0.0,2.0,64.9,1
2024,2024-09-01,,2024-09-01,일,주말,9,35,삼성,KIA,대구,대구,24000,143,대구,27.9,0.0,1.6,62.0,1
2024,2024-09-03,,2024-09-03,화,평일,9,36,KIA,LG,광주,광주,13089,156,광주,26.8,0.0,1.1,69.8,1
2024,2024-09-03,,2024-09-03,화,평일,9,36,NC,키움,창원,경남_창원,3394,155,창원,26.1,0.0,2.2,68.3,1
2024,2024-09-03,,2024-09-03,화,평일,9,36,삼성,롯데,대구,대구,24000,143,대구,24.9,0.0,3.0,65.0,1
2024,2024-09-03,,2024-09-03,화,평일,9,36,한화,두산,한밭,기타,12000,133,대전,27.1,0.0,3.2,61.3,1
2024,2024-09-04,,2024-09-04,수,평일,9,36,KIA,한화,광주,광주,15328,156,광주,26.9,0.0,1.3,64.4,1
2024,2024-09-04,,2024-09-04,수,평일,9,36,LG,SSG,잠실,서울_잠실,13229,108,서울,27.9,0.0,2.2,61.4,1
2024,2024-09-04,,2024-09-04,수,평일,9,36,NC,키움,창원,경남_창원,4956,155,창원,25.7,0.0,1.6,69.4,1
2024,2024-09-04,,2024-09-04,수,평일,9,36,롯데,KT,사직,부산,14041,159,부산,26.2,0.0,3.1,67.1,1
2024,2024-09-04,,2024-09-04,수,평일,9,36,삼성,두산,대구,대구,24000,143,대구,25.4,0.0,2.4,64.0,1
2024,2024-09-05,,2024-09-05,목,평일,9,36,KIA,한화,광주,광주,16083,156,광주,27.4,0.0,1.1,70.5,1
2024,2024-09-05,,2024-09-05,목,평일,9,36,LG,SSG,잠실,서울_잠실,12115,108,서울,26.3,6.9,2.4,79.1,1
2024,2024-09-05,,2024-09-05,목,평일,9,36,NC,키움,창원,경남_창원,5214,155,창원,27.4,0.0,1.7,70.0,1
2024,2024-09-05,,2024-09-05,목,평일,9,36,롯데,KT,사직,부산,15864,159,부산,27.5,0.0,2.9,67.8,1
2024,2024-09-06,,2024-09-06,금,평일,9,36,KIA,키움,광주,광주,17103,156,광주,26.6,5.6,0.9,82.4,1
2024,2024-09-06,,2024-09-06,금,평일,9,36,LG,한화,잠실,서울_잠실,23750,108,서울,24.0,0.7,2.6,79.3,1
2024,2024-09-06,,2024-09-06,금,평일,9,36,NC,KT,창원,경남_창원,5868,155,창원,27.4,0.0,1.5,80.1,1
2024,2024-09-06,,2024-09-06,금,평일,9,36,롯데,삼성,사직,부산,22464,159,부산,27.9,0.0,2.6,74.0,1
2024,2024-09-07,,2024-09-07,토,주말,9,36,KIA,키움,광주,광주,20500,156,광주,25.5,6.3,0.6,90.8,1
2024,2024-09-07,,2024-09-07,토,주말,9,36,KT,두산,수원,경기_수원,18700,119,수원,25.9,0.0,1.6,74.6,1
2024,2024-09-07,,2024-09-07,토,주말,9,36,LG,한화,잠실,서울_잠실,23750,108,서울,26.5,0.0,1.9,68.9,1
2024,2024-09-07,,2024-09-07,토,주말,9,36,롯데,SSG,사직,부산,22758,159,부산,27.8,0.0,2.7,76.8,1
2024,2024-09-07,,2024-09-07,토,주말,9,36,삼성,NC,대구,대구,24000,143,대구,25.4,4.5,1.4,87.6,1
2024,2024-09-08,,2024-09-08,일,주말,9,36,KIA,키움,광주,광주,20500,156,광주,27.2,0.0,0.7,74.3,1
2024,2024-09-08,,2024-09-08,일,주말,9,36,LG,한화,잠실,서울_잠실,23750,108,서울,27.2,0.0,1.6,69.6,1
2024,2024-09-08,,2024-09-08,일,주말,9,36,롯데,SSG,사직,부산,18116,159,부산,28.7,0.0,2.4,76.4,1
2024,2024-09-08,,2024-09-08,일,주말,9,36,삼성,NC,대구,대구,24000,143,대구,27.2,0.1,2.6,79.3,1
2024,2024-09-10,,2024-09-10,화,평일,9,37,KT,NC,수원,경기_수원,6721,119,수원,28.3,0.0,1.4,71.1,1
2024,2024-09-10,,2024-09-10,화,평일,9,37,LG,롯데,잠실,서울_잠실,23750,108,서울,29.4,0.0,1.8,67.3,1
2024,2024-09-10,,2024-09-10,화,평일,9,37,SSG,한화,문학,인천,19109,112,인천,28.6,0.0,1.9,72.0,1
2024,2024-09-10,,2024-09-10,화,평일,9,37,키움,두산,고척,서울_고척,13822,108,서울,29.4,0.0,1.8,67.3,1
2024,2024-09-11,,2024-09-11,수,평일,9,37,KT,NC,수원,경기_수원,5815,119,수원,27.1,2.9,1.3,81.5,1
2024,2024-09-11,,2024-09-11,수,평일,9,37,LG,키움,잠실,서울_잠실,13393,108,서울,29.0,0.4,1.8,71.5,1
2024,2024-09-11,,2024-09-11,수,평일,9,37,SSG,롯데,문학,인천,16051,112,인천,28.6,3.9,1.9,77.1,1
2024,2024-09-11,,2024-09-11,수,평일,9,37,한화,삼성,한밭,기타,11670,133,대전,28.1,21.2,1.2,79.8,1
2024,2024-09-12,,2024-09-12,목,평일,9,37,KIA,롯데,광주,광주,20500,156,광주,29.0,0.0,1.3,74.5,1
2024,2024-09-12,,2024-09-12,목,평일,9,37,KT,NC,수원,경기_수원,5962,119,수원,25.7,34.8,1.1,94.1,1
2024,2024-09-12,,2024-09-12,목,평일,9,37,한화,삼성,한밭,기타,11719,133,대전,26.5,4.1,1.0,89.9,1
2024,2024-09-13,,2024-09-13,금,평일,9,37,롯데,한화,사직,부산,19675,159,부산,29.3,0.0,1.8,77.5,1
2024,2024-09-14,,2024-09-14,토,주말,9,37,KIA,키움,광주,광주,20500,156,광주,29.2,0.0,0.8,70.9,1
2024,2024-09-14,,2024-09-14,토,주말,9,37,NC,LG,창원,경남_창원,15383,155,창원,29.2,0.0,1.6,76.5,1
2024,2024-09-14,,2024-09-14,토,주말,9,37,SSG,삼성,문학,인천,23000,112,인천,26.8,0.0,2.0,86.5,1
2024,2024-09-14,,2024-09-14,토,주말,9,37,두산,KT,잠실,서울_잠실,23750,108,서울,28.0,0.0,1.7,80.3,1
2024,2024-09-14,,2024-09-14,토,주말,9,37,롯데,한화,사직,부산,21514,159,부산,29.5,0.0,1.7,75.0,1
2024,2024-09-15,,2024-09-15,일,주말,9,37,KIA,키움,광주,광주,20500,156,광주,29.6,0.0,1.2,71.6,1
2024,2024-09-15,,2024-09-15,일,주말,9,37,NC,LG,창원,경남_창원,10826,155,창원,29.8,0.0,2.2,72.5,1
2024,2024-09-15,,2024-09-15,일,주말,9,37,SSG,삼성,문학,인천,23000,112,인천,27.7,0.0,2.2,77.3,1
2024,2024-09-15,,2024-09-15,일,주말,9,37,롯데,한화,사직,부산,22758,159,부산,28.8,0.0,3.0,76.8,1
2024,2024-09-16,,2024-09-16,월,평일,9,38,KT,KIA,수원,경기_수원,18700,119,수원,27.6,1.9,2.9,69.1,1
2024,2024-09-16,,2024-09-16,월,평일,9,38,두산,키움,잠실,서울_잠실,18894,108,서울,26.8,9.5,2.8,74.0,1
2024,2024-09-17,,2024-09-17,화,평일,9,38,NC,한화,창원,경남_창원,9403,155,창원,29.8,0.0,1.7,76.9,1
2024,2024-09-17,,2024-09-17,화,평일,9,38,SSG,KIA,문학,인천,23000,112,인천,28.1,0.0,1.9,81.6,1
2024,2024-09-17,,2024-09-17,화,평일,9,38,두산,삼성,잠실,서울_잠실,23750,108,서울,28.6,0.0,1.7,77.0,1
2024,2024-09-17,,2024-09-17,화,평일,9,38,롯데,LG,사직,부산,18742,159,부산,29.7,0.0,2.2,79.3,1
2024,2024-09-17,,2024-09-17,화,평일,9,38,키움,KT,고척,서울_고척,11032,108,서울,28.6,0.0,1.7,77.0,1
2024,2024-09-18,,2024-09-18,수,평일,9,38,KT,삼성,수원,경기_수원,18700,119,수원,29.1,0.0,1.6,75.8,1
2024,2024-09-18,,2024-09-18,수,평일,9,38,NC,한화,창원,경남_창원,9268,155,창원,29.7,0.0,1.6,75.0,1
2024,2024-09-18,,2024-09-18,수,평일,9,38,롯데,LG,사직,부산,21147,159,부산,29.9,0.0,2.1,72.6,1
2024,2024-09-19,,2024-09-19,목,평일,9,38,KT,삼성,수원,경기_수원,12617,119,수원,28.4,0.0,1.3,76.1,1
2024,2024-09-19,,2024-09-19,목,평일,9,38,NC,한화,창원,경남_창원,6010,155,창원,29.4,0.0,1.8,74.9,1
2024,2024-09-19,,2024-09-19,목,평일,9,38,SSG,키움,문학,인천,14848,112,인천,28.5,0.0,1.7,80.4,1
2024,2024-09-19,,2024-09-19,목,평일,9,38,두산,KIA,잠실,서울_잠실,23750,108,서울,29.1,0.0,1.7,77.4,1
2024,2024-09-19,,2024-09-19,목,평일,9,38,롯데,LG,사직,부산,16895,159,부산,30.1,0.0,1.7,74.3,1
2024,2024-09-21,,2024-09-21,토,주말,9,38,KT,SSG,수원,경기_수원,15805,119,수원,19.4,72.4,2.7,83.5,1
2024,2024-09-21,,2024-09-21,토,주말,9,38,LG,두산,잠실,서울_잠실,23236,108,서울,19.3,27.0,4.3,82.3,1
2024,2024-09-21,,2024-09-21,토,주말,9,38,LG,두산,잠실,서울_잠실,23750,108,서울,19.3,27.0,4.3,82.3,2
2024,2024-09-22,,2024-09-22,일,주말,9,38,KT,SSG,수원,경기_수원,15049,119,수원,21.0,0.0,2.1,67.6,1
2024,2024-09-22,,2024-09-22,일,주말,9,38,LG,두산,잠실,서울_잠실,23750,108,서울,21.0,0.0,2.7,67.4,1
2024,2024-09-22,,2024-09-22,일,주말,9,38,삼성,키움,대구,대구,24000,143,대구,22.1,0.0,2.4,75.8,1
2024,2024-09-22,,2024-09-22,일,주말,9,38,한화,롯데,한밭,기타,12000,133,대전,21.3,0.0,2.2,75.1,1
2024,2024-09-23,,2024-09-23,월,평일,9,39,KIA,삼성,광주,광주,20500,156,광주,21.4,2.4,1.4,78.6,1
2024,2024-09-23,,2024-09-23,월,평일,9,39,두산,SSG,잠실,서울_잠실,22489,108,서울,20.8,0.0,3.1,58.3,1
2024,2024-09-23,,2024-09-23,월,평일,9,39,한화,롯데,한밭,기타,10407,133,대전,21.0,0.0,3.0,59.6,1
2024,2024-09-24,,2024-09-24,화,평일,9,39,KIA,삼성,광주,광주,20500,156,광주,21.8,0.0,1.1,69.1,1
2024,2024-09-24,,2024-09-24,화,평일,9,39,KT,롯데,수원,경기_수원,13304,119,수원,20.5,0.0,2.0,61.3,1
2024,2024-09-24,,2024-09-24,화,평일,9,39,SSG,LG,문학,인천,19911,112,인천,21.8,0.0,1.9,56.5,1
2024,2024-09-24,,2024-09-24,화,평일,9,39,두산,NC,잠실,서울_잠실,22064,108,서울,21.0,0.0,2.2,57.9,1
2024,2024-09-24,,2024-09-24,화,평일,9,39,키움,한화,고척,서울_고척,16000,108,서울,21.0,0.0,2.2,57.9,1
2024,2024-09-25,,2024-09-25,수,평일,9,39,KIA,롯데,광주,광주,20500,156,광주,23.8,0.0,1.0,70.4,1
2024,2024-09-25,,2024-09-25,수,평일,9,39,LG,한화,잠실,서울_잠실,23750,108,서울,23.3,0.0,1.7,65.6,1
2024,2024-09-25,,2024-09-25,수,평일,9,39,NC,SSG,창원,경남_창원,6157,155,창원,23.2,0.0,1.6,73.4,1
2024,2024-09-25,,2024-09-25,수,평일,9,39,삼성,키움,대구,대구,24000,143,대구,22.5,0.0,1.6,74.0,1
2024,2024-09-26,,2024-09-26,목,평일,9,39,LG,키움,잠실,서울_잠실,21593,108,서울,23.6,1.2,1.6,75.1,1
2024,2024-09-26,,2024-09-26,목,평일,9,39,NC,SSG,창원,경남_창원,6377,155,창원,24.4,0.0,1.4,73.3,1
2024,2024-09-26,,2024-09-26,목,평일,9,39,롯데,두산,사직,부산,18727,159,부산,25.4,0.0,2.6,70.5,1
2024,2024-09-27,,2024-09-27,금,평일,9,39,KT,키움,수원,경기_수원,12824,119,수원,22.5,0.0,1.3,73.0,1
2024,2024-09-27,,2024-09-27,금,평일,9,39,롯데,NC,사직,부산,22758,159,부산,25.2,0.0,2.7,75.0,1
2024,2024-09-27,,2024-09-27,금,평일,9,39,한화,KIA,한밭,기타,12000,133,대전,23.0,0.0,1.3,72.8,1
2024,2024-09-28,,2024-09-28,토,주말,9,39,KT,키움,수원,경기_수원,18700,119,수원,23.6,0.0,2.7,61.0,1
2024,2024-09-28,,2024-09-28,토,주말,9,39,NC,두산,창원,경남_창원,17891,155,창원,24.2,0.1,2.1,72.9,1
2024,2024-09-28,,2024-09-28,토,주말,9,39,롯데,KIA,사직,부산,22758,159,부산,24.3,0.2,3.4,74.3,1
2024,2024-09-28,,2024-09-28,토,주말,9,39,삼성,LG,대구,대구,24000,143,대구,21.8,0.1,1.8,81.6,1
2024,2024-09-28,,2024-09-28,토,주말,9,39,한화,SSG,한밭,기타,12000,133,대전,22.7,0.0,2.8,71.9,1
2024,2024-09-29,,2024-09-29,일,주말,9,39,한화,NC,한밭,기타,12000,133,대전,22.8,0.0,2.3,64.4,1
2024,2024-09-30,,2024-09-30,월,평일,9,40,KIA,NC,광주,광주,20500,156,광주,22.8,0.0,1.2,60.9,1
2024,2024-09-30,,2024-09-30,월,평일,9,40,SSG,키움,문학,인천,23000,112,인천,23.4,0.0,2.0,63.1,1
2024,2024-10-01,,2024-10-01,화,평일,10,40,NC,롯데,창원,경남_창원,17891,155,창원,23.4,0.0,1.8,66.5,1
2025,2025-03-22,,2025-03-22,토,주말,3,12,KIA,NC,광주,광주,20500,156,광주,13.7,0.0,1.5,53.8,1
2025,2025-03-22,,2025-03-22,토,주말,3,12,KT,한화,수원,경기_수원,18700,119,수원,12.0,0.0,2.4,55.3,1
2025,2025-03-22,,2025-03-22,토,주말,3,12,LG,롯데,잠실,서울_잠실,23750,108,서울,12.8,0.0,2.7,53.8,1
2025,2025-03-22,,2025-03-22,토,주말,3,12,SSG,두산,문학,인천,23000,112,인천,10.9,0.0,3.6,63.3,1
2025,2025-03-22,,2025-03-22,토,주말,3,12,삼성,키움,대구,대구,24000,143,대구,17.4,0.0,2.7,26.3,1
2025,2025-03-23,,2025-03-23,일,주말,3,12,KIA,NC,광주,광주,20500,156,광주,15.7,0.0,1.1,46.8,1
2025,2025-03-23,,2025-03-23,일,주말,3,12,KT,한화,수원,경기_수원,18700,119,수원,13.8,0.0,1.7,52.1,1
2025,2025-03-23,,2025-03-23,일,주말,3,12,LG,롯데,잠실,서울_잠실,23750,108,서울,15.2,0.0,1.9,49.0,1
2025,2025-03-23,,2025-03-23,일,주말,3,12,SSG,두산,문학,인천,23000,112,인천,12.7,0.0,2.8,59.0,1
2025,2025-03-23,,2025-03-23,일,주말,3,12,삼성,키움,대구,대구,24000,143,대구,17.5,0.0,1.7,33.0,1
2025,2025-03-25,,2025-03-25,화,평일,3,13,KIA,키움,광주,광주,15053,156,광주,16.2,0.0,2.0,55.5,1
2025,2025-03-25,,2025-03-25,화,평일,3,13,KT,두산,수원,경기_수원,8141,119,수원,12.3,0.0,3.4,66.5,1
2025,2025-03-25,,2025-03-25,화,평일,3,13,LG,한화,잠실,서울_잠실,23750,108,서울,12.7,0.0,3.3,63.5,1
2025,2025-03-25,,2025-03-25,화,평일,3,13,SSG,롯데,문학,인천,13860,112,인천,10.0,0.0,4.2,75.3,1
2025,2025-03-25,,2025-03-25,화,평일,3,13,삼성,NC,대구,대구,21024,143,대구,18.9,0.0,3.0,36.9,1
2025,2025-03-26,,2025-03-26,수,평일,3,13,KIA,키움,광주,광주,17780,156,광주,17.6,0.0,1.7,45.3,1
2025,2025-03-26,,2025-03-26,수,평일,3,13,KT,두산,수원,경기_수원,9607,119,수원,14.7,0.0,1.9,48.3,1
2025,2025-03-26,,2025-03-26,수,평일,3,13,LG,한화,잠실,서울_잠실,23750,108,서울,15.5,0.0,2.2,46.4,1
2025,2025-03-26,,2025-03-26,수,평일,3,13,SSG,롯데,문학,인천,14855,112,인천,14.3,0.0,2.6,51.1,1
2025,2025-03-26,,2025-03-26,수,평일,3,13,삼성,NC,대구,대구,24000,143,대구,17.7,0.0,2.2,34.9,1
2025,2025-03-27,,2025-03-27,목,평일,3,13,KIA,키움,광주,광주,12288,156,광주,15.9,0.0,1.8,72.8,1
2025,2025-03-27,,2025-03-27,목,평일,3,13,KT,두산,수원,경기_수원,9024,119,수원,13.2,0.2,2.7,71.1,1
2025,2025-03-27,,2025-03-27,목,평일,3,13,LG,한화,잠실,서울_잠실,23750,108,서울,13.7,0.3,3.2,65.1,1
2025,2025-03-27,,2025-03-27,목,평일,3,13,SSG,롯데,문학,인천,14155,112,인천,11.2,0.6,3.7,72.6,1
2025,2025-03-27,,2025-03-27,목,평일,3,13,삼성,NC,대구,대구,20781,143,대구,19.6,1.2,2.5,63.6,1
2025,2025-03-28,,2025-03-28,금,평일,3,13,NC,LG,창원,경남_창원,15510,155,창원,11.8,0.0,2.0,40.9,1
2025,2025-03-28,,2025-03-28,금,평일,3,13,두산,삼성,잠실,서울_잠실,23750,108,서울,6.5,0.0,3.7,41.6,1
2025,2025-03-28,,2025-03-28,금,평일,3,13,롯데,KT,사직,부산,22665,159,부산,10.9,0.4,2.3,63.8,1
2025,2025-03-28,,2025-03-28,금,평일,3,13,키움,SSG,고척,서울_고척,11002,108,서울,6.5,0.0,3.7,41.6,1
2025,2025-03-28,,2025-03-28,금,평일,3,13,한화,KIA,대전,대전,17000,133,대전,7.5,0.0,3.1,42.1,1
2025,2025-03-29,,2025-03-29,토,주말,3,13,NC,LG,창원,경남_창원,17943,155,창원,7.7,0.0,2.3,27.1,1
2025,2025-03-29,,2025-03-29,토,주말,3,13,두산,삼성,잠실,서울_잠실,23750,108,서울,3.3,0.0,3.6,40.8,1
2025,2025-03-29,,2025-03-29,토,주말,3,13,롯데,KT,사직,부산,22665,159,부산,7.8,0.0,2.9,25.0,1
2025,2025-03-29,,2025-03-29,토,주말,3,13,키움,SSG,고척,서울_고척,13785,108,서울,3.3,0.0,3.6,40.8,1
2025,2025-03-29,,2025-03-29,토,주말,3,13,한화,KIA,대전,대전,17000,133,대전,3.9,0.0,2.8,42.6,1
2025,2025-03-30,,2025-03-30,일,주말,3,13,두산,삼성,잠실,서울_잠실,23750,108,서울,3.3,0.0,2.8,51.1,1
2025,2025-03-30,,2025-03-30,일,주말,3,13,롯데,KT,사직,부산,22665,159,부산,5.5,0.0,3.2,30.1,1
2025,2025-03-30,,2025-03-30,일,주말,3,13,키움,SSG,고척,서울_고척,13081,108,서울,3.3,0.0,2.8,51.1,1
2025,2025-03-30,,2025-03-30,일,주말,3,13,한화,KIA,대전,대전,17000,133,대전,4.4,0.0,2.2,43.9,1
2025,2025-04-02,,2025-04-02,수,평일,4,14,KIA,삼성,광주,광주,12172,156,광주,9.7,0.0,1.2,54.3,1
2025,2025-04-02,,2025-04-02,수,평일,4,14,KT,LG,수원,경기_수원,7829,119,수원,7.8,0.0,2.1,62.3,1
2025,2025-04-02,,2025-04-02,수,평일,4,14,두산,키움,잠실,서울_잠실,8336,108,서울,8.9,0.0,2.4,55.4,1
2025,2025-04-02,,2025-04-02,수,평일,4,14,한화,롯데,대전,대전,16252,133,대전,9.6,0.0,1.7,47.9,1
2025,2025-04-03,,2025-04-03,목,평일,4,14,KIA,삼성,광주,광주,12826,156,광주,9.9,0.0,1.3,62.6,1
2025,2025-04-03,,2025-04-03,목,평일,4,14,KT,LG,수원,경기_수원,8627,119,수원,8.3,0.0,1.8,67.0,1
2025,2025-04-03,,2025-04-03,목,평일,4,14,두산,키움,잠실,서울_잠실,9131,108,서울,9.8,0.0,2.4,58.6,1
2025,2025-04-03,,2025-04-03,목,평일,4,14,한화,롯데,대전,대전,16559,133,대전,10.3,0.0,1.8,57.8,1
2025,2025-04-04,,2025-04-04,금,평일,4,14,LG,KIA,잠실,서울_잠실,23750,108,서울,10.6,0.0,2.2,54.5,1
2025,2025-04-04,,2025-04-04,금,평일,4,14,SSG,KT,문학,인천,13323,112,인천,8.8,0.0,2.5,68.3,1
2025,2025-04-04,,2025-04-04,금,평일,4,14,롯데,두산,사직,부산,17293,159,부산,10.8,0.0,3.0,58.0,1
2025,2025-04-04,,2025-04-04,금,평일,4,14,삼성,한화,대구,대구,24000,143,대구,11.3,0.0,1.7,54.3,1
2025,2025-04-04,,2025-04-04,금,평일,4,14,키움,NC,고척,서울_고척,5161,108,서울,10.6,0.0,2.2,54.5,1
2025,2025-04-05,,2025-04-05,토,주말,4,14,롯데,두산,사직,부산,21807,159,부산,11.9,0.0,3.9,65.3,1
2025,2025-04-05,,2025-04-05,토,주말,4,14,삼성,한화,대구,대구,24000,143,대구,11.8,0.0,2.0,58.9,1
2025,2025-04-05,,2025-04-05,토,주말,4,14,키움,NC,고척,서울_고척,8895,108,서울,8.0,22.8,1.9,86.1,1
2025,2025-04-06,,2025-04-06,일,주말,4,14,LG,KIA,잠실,서울_잠실,23750,108,서울,10.3,0.0,2.8,67.3,1
2025,2025-04-06,,2025-04-06,일,주말,4,14,SSG,KT,문학,인천,18679,112,인천,8.3,0.0,3.1,82.5,1
2025,2025-04-06,,2025-04-06,일,주말,4,14,롯데,두산,사직,부산,22665,159,부산,12.7,0.0,3.5,43.9,1
2025,2025-04-06,,2025-04-06,일,주말,4,14,삼성,한화,대구,대구,24000,143,대구,13.2,0.0,3.7,37.9,1
2025,2025-04-06,,2025-04-06,일,주말,4,14,키움,NC,고척,서울_고척,7041,108,서울,10.3,0.0,2.8,67.3,1
2025,2025-04-08,,2025-04-08,화,평일,4,15,KT,NC,수원,경기_수원,5233,119,수원,12.4,0.0,2.9,60.0,1
2025,2025-04-08,,2025-04-08,화,평일,4,15,두산,한화,잠실,서울_잠실,20986,108,서울,13.8,0.0,3.1,55.0,1
2025,2025-04-08,,2025-04-08,화,평일,4,15,롯데,KIA,사직,부산,14038,159,부산,15.8,0.0,5.7,50.5,1
2025,2025-04-08,,2025-04-08,화,평일,4,15,삼성,SSG,대구,대구,19327,143,대구,17.2,0.0,3.5,35.3,1
2025,2025-04-08,,2025-04-08,화,평일,4,15,키움,LG,고척,서울_고척,10452,108,서울,13.8,0.0,3.1,55.0,1
2025,2025-04-09,,2025-04-09,수,평일,4,15,KT,NC,수원,경기_수원,3667,119,수원,11.6,0.2,1.8,56.1,1
2025,2025-04-09,,2025-04-09,수,평일,4,15,두산,한화,잠실,서울_잠실,19300,108,서울,12.7,0.8,2.0,51.6,1
2025,2025-04-09,,2025-04-09,수,평일,4,15,롯데,KIA,사직,부산,13551,159,부산,14.3,0.0,2.7,64.5,1
2025,2025-04-09,,2025-04-09,수,평일,4,15,삼성,SSG,대구,대구,20632,143,대구,14.6,0.0,1.7,53.3,1
2025,2025-04-09,,2025-04-09,수,평일,4,15,키움,LG,고척,서울_고척,9967,108,서울,12.7,0.8,2.0,51.6,1
2025,2025-04-10,,2025-04-10,목,평일,4,15,KT,NC,수원,경기_수원,5086,119,수원,11.9,0.0,1.9,60.4,1
2025,2025-04-10,,2025-04-10,목,평일,4,15,두산,한화,잠실,서울_잠실,21561,108,서울,13.2,0.0,2.2,60.6,1
2025,2025-04-10,,2025-04-10,목,평일,4,15,롯데,KIA,사직,부산,13726,159,부산,15.4,0.0,3.9,70.4,1
2025,2025-04-10,,2025-04-10,목,평일,4,15,삼성,SSG,대구,대구,21291,143,대구,15.8,0.0,2.3,53.0,1
2025,2025-04-10,,2025-04-10,목,평일,4,15,키움,LG,고척,서울_고척,10627,108,서울,13.2,0.0,2.2,60.6,1
2025,2025-04-11,,2025-04-11,금,평일,4,15,KIA,SSG,광주,광주,20500,156,광주,15.4,0.0,1.2,53.6,1
2025,2025-04-11,,2025-04-11,금,평일,4,15,KT,삼성,수원,경기_수원,17416,119,수원,13.9,0.0,1.4,61.4,1
2025,2025-04-11,,2025-04-11,금,평일,4,15,LG,두산,잠실,서울_잠실,23750,108,서울,16.2,0.0,2.0,51.8,1
2025,2025-04-11,,2025-04-11,금,평일,4,15,NC,롯데,사직,부산,13728,159,부산,15.0,0.0,2.3,63.6,1
2025,2025-04-11,,2025-04-11,금,평일,4,15,한화,키움,대전,대전,17000,133,대전,16.2,0.0,1.5,47.0,1
2025,2025-04-12,,2025-04-12,토,주말,4,15,LG,두산,잠실,서울_잠실,22938,108,서울,12.9,15.4,3.1,66.5,1
2025,2025-04-12,,2025-04-12,토,주말,4,15,NC,롯데,사직,부산,15222,159,부산,13.3,12.0,2.6,83.3,1
2025,2025-04-12,,2025-04-12,토,주말,4,15,한화,키움,대전,대전,15457,133,대전,14.7,13.0,2.6,57.0,1
2025,2025-04-13,,2025-04-13,일,주말,4,15,KIA,SSG,광주,광주,20500,156,광주,7.5,0.9,3.1,59.9,1
2025,2025-04-13,,2025-04-13,일,주말,4,15,KT,삼성,수원,경기_수원,18700,119,수원,5.6,4.3,3.9,69.5,1
2025,2025-04-13,,2025-04-13,일,주말,4,15,LG,두산,잠실,서울_잠실,23750,108,서울,5.5,4.2,4.2,71.1,1
2025,2025-04-13,,2025-04-13,일,주말,4,15,NC,롯데,사직,부산,21003,159,부산,9.8,21.5,7.1,50.3,1
2025,2025-04-13,,2025-04-13,일,주말,4,15,한화,키움,대전,대전,17000,133,대전,5.8,5.2,2.5,68.1,1
2025,2025-04-15,,2025-04-15,화,평일,4,16,KIA,KT,광주,광주,10979,156,광주,9.7,0.4,1.6,64.4,1
2025,2025-04-15,,2025-04-15,화,평일,4,16,LG,삼성,잠실,서울_잠실,23750,108,서울,8.2,0.0,2.7,70.3,1
2025,2025-04-15,,2025-04-15,화,평일,4,16,SSG,한화,문학,인천,15618,112,인천,7.7,0.0,3.5,77.4,1
2025,2025-04-15,,2025-04-15,화,평일,4,16,롯데,키움,사직,부산,9714,159,부산,10.9,0.0,4.2,53.9,1
2025,2025-04-16,,2025-04-16,수,평일,4,16,KIA,KT,광주,광주,12423,156,광주,15.8,0.0,1.9,60.0,1
2025,2025-04-16,,2025-04-16,수,평일,4,16,LG,삼성,잠실,서울_잠실,23750,108,서울,14.6,0.0,2.5,58.0,1
