기준일,기록실_스냅샷일,시즌연도,시리즈,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈성적,방문성적,페이지기준문구
2025-03-28,2025-03-28,2025,정규시즌,1,LG,6,6,0,0,1.0,0.0,6승0무0패,6승,5-0-0,1-0-0,(2025년 03월28일 기준)
2025-03-28,2025-03-28,2025,정규시즌,2,KT,6,4,2,0,0.667,2.0,4승0무2패,2승,3-0-2,1-0-0,(2025년 03월28일 기준)
2025-03-28,2025-03-28,2025,정규시즌,2,SSG,6,4,2,0,0.667,2.0,4승0무2패,1패,4-0-1,0-0-1,(2025년 03월28일 기준)
2025-03-28,2025-03-28,2025,정규시즌,4,삼성,6,3,3,0,0.5,3.0,3승0무3패,3패,3-0-2,0-0-1,(2025년 03월28일 기준)
2025-03-28,2025-03-28,2025,정규시즌,4,NC,6,3,3,0,0.5,3.0,3승0무3패,1패,0-0-1,3-0-2,(2025년 03월28일 기준)
2025-03-28,2025-03-28,2025,정규시즌,4,키움,6,3,3,0,0.5,3.0,3승0무3패,3승,1-0-0,2-0-3,(2025년 03월28일 기준)
2025-03-28,2025-03-28,2025,정규시즌,7,KIA,6,2,4,0,0.333,4.0,2승0무4패,3패,2-0-3,0-0-1,(2025년 03월28일 기준)
2025-03-28,2025-03-28,2025,정규시즌,7,두산,6,2,4,0,0.333,4.0,2승0무4패,1승,1-0-0,1-0-4,(2025년 03월28일 기준)
2025-03-28,2025-03-28,2025,정규시즌,7,한화,6,2,4,0,0.333,4.0,2승0무4패,1승,1-0-0,1-0-4,(2025년 03월28일 기준)
2025-03-28,2025-03-28,2025,정규시즌,10,롯데,6,1,5,0,0.167,5.0,1승0무5패,3패,0-0-1,1-0-4,(2025년 03월28일 기준)
2025-03-29,2025-03-29,2025,정규시즌,1,LG,7,7,0,0,1.0,0.0,7승0무0패,7승,5-0-0,2-0-0,(2025년 03월29일 기준)
2025-03-29,2025-03-29,2025,정규시즌,2,삼성,7,4,3,0,0.571,3.0,4승0무3패,1승,3-0-2,1-0-1,(2025년 03월29일 기준)
2025-03-29,2025-03-29,2025,정규시즌,2,KT,7,4,3,0,0.571,3.0,4승0무3패,1패,3-0-2,1-0-1,(2025년 03월29일 기준)
2025-03-29,2025-03-29,2025,정규시즌,2,SSG,7,4,3,0,0.571,3.0,4승0무3패,2패,4-0-1,0-0-2,(2025년 03월29일 기준)
2025-03-29,2025-03-29,2025,정규시즌,2,키움,7,4,3,0,0.571,3.0,4승0무3패,4승,2-0-0,2-0-3,(2025년 03월29일 기준)
2025-03-29,2025-03-29,2025,정규시즌,6,한화,7,3,4,0,0.429,4.0,3승0무4패,2승,2-0-0,1-0-4,(2025년 03월29일 기준)
2025-03-29,2025-03-29,2025,정규시즌,6,NC,7,3,4,0,0.429,4.0,3승0무4패,2패,0-0-2,3-0-2,(2025년 03월29일 기준)
2025-03-29,2025-03-29,2025,정규시즌,8,KIA,7,2,5,0,0.286,5.0,2승0무5패,4패,2-0-3,0-0-2,(2025년 03월29일 기준)
2025-03-29,2025-03-29,2025,정규시즌,8,두산,7,2,5,0,0.286,5.0,2승0무5패,1패,1-0-1,1-0-4,(2025년 03월29일 기준)
2025-03-29,2025-03-29,2025,정규시즌,8,롯데,7,2,5,0,0.286,5.0,2승0무5패,1승,1-0-1,1-0-4,(2025년 03월29일 기준)
2025-03-30,2025-03-30,2025,정규시즌,1,LG,7,7,0,0,1.0,0.0,7승0무0패,7승,5-0-0,2-0-0,(2025년 03월30일 기준)
2025-03-30,2025-03-30,2025,정규시즌,2,삼성,8,5,3,0,0.625,2.5,5승0무3패,2승,3-0-2,2-0-1,(2025년 03월30일 기준)
2025-03-30,2025-03-30,2025,정규시즌,2,SSG,8,5,3,0,0.625,2.5,5승0무3패,1승,4-0-1,1-0-2,(2025년 03월30일 기준)
2025-03-30,2025-03-30,2025,정규시즌,4,KT,8,4,3,1,0.571,3.0,4승1무3패,1패,3-0-2,1-1-1,(2025년 03월30일 기준)
2025-03-30,2025-03-30,2025,정규시즌,5,키움,8,4,4,0,0.5,3.5,4승0무4패,1패,2-0-1,2-0-3,(2025년 03월30일 기준)
2025-03-30,2025-03-30,2025,정규시즌,6,NC,7,3,4,0,0.429,4.0,3승0무4패,2패,0-0-2,3-0-2,(2025년 03월30일 기준)
2025-03-30,2025-03-30,2025,정규시즌,7,KIA,8,3,5,0,0.375,4.5,3승0무5패,1승,2-0-3,1-0-2,(2025년 03월30일 기준)
2025-03-30,2025-03-30,2025,정규시즌,7,한화,8,3,5,0,0.375,4.5,3승0무5패,1패,2-0-1,1-0-4,(2025년 03월30일 기준)
2025-03-30,2025-03-30,2025,정규시즌,9,롯데,8,2,5,1,0.286,5.0,2승1무5패,1승,1-1-1,1-0-4,(2025년 03월30일 기준)
2025-03-30,2025-03-30,2025,정규시즌,10,두산,8,2,6,0,0.25,5.5,2승0무6패,2패,1-0-2,1-0-4,(2025년 03월30일 기준)
2025-04-02,2025-04-02,2025,정규시즌,1,LG,8,7,1,0,0.875,0.0,7승0무1패,1패,5-0-0,2-0-1,(2025년 04월02일 기준)
2025-04-02,2025-04-02,2025,정규시즌,2,삼성,9,6,3,0,0.667,1.5,6승0무3패,3승,3-0-2,3-0-1,(2025년 04월02일 기준)
2025-04-02,2025-04-02,2025,정규시즌,3,KT,9,5,3,1,0.625,2.0,5승1무3패,1승,4-0-2,1-1-1,(2025년 04월02일 기준)
2025-04-02,2025-04-02,2025,정규시즌,3,SSG,8,5,3,0,0.625,2.0,5승0무3패,1승,4-0-1,1-0-2,(2025년 04월02일 기준)
2025-04-02,2025-04-02,2025,정규시즌,5,키움,9,4,5,0,0.444,3.5,4승0무5패,2패,2-0-1,2-0-4,(2025년 04월02일 기준)
2025-04-02,2025-04-02,2025,정규시즌,6,NC,7,3,4,0,0.429,3.5,3승0무4패,2패,0-0-2,3-0-2,(2025년 04월02일 기준)
2025-04-02,2025-04-02,2025,정규시즌,7,롯데,9,3,5,1,0.375,4.0,3승1무5패,2승,1-1-1,2-0-4,(2025년 04월02일 기준)
2025-04-02,2025-04-02,2025,정규시즌,8,KIA,9,3,6,0,0.333,4.5,3승0무6패,1패,2-0-4,1-0-2,(2025년 04월02일 기준)
2025-04-02,2025-04-02,2025,정규시즌,8,두산,9,3,6,0,0.333,4.5,3승0무6패,1승,2-0-2,1-0-4,(2025년 04월02일 기준)
2025-04-02,2025-04-02,2025,정규시즌,8,한화,9,3,6,0,0.333,4.5,3승0무6패,2패,2-0-2,1-0-4,(2025년 04월02일 기준)
2025-04-03,2025-04-03,2025,정규시즌,1,LG,9,8,1,0,0.889,0.0,8승0무1패,1승,5-0-0,3-0-1,(2025년 04월03일 기준)
2025-04-03,2025-04-03,2025,정규시즌,2,SSG,8,5,3,0,0.625,2.5,5승0무3패,1승,4-0-1,1-0-2,(2025년 04월03일 기준)
2025-04-03,2025-04-03,2025,정규시즌,3,삼성,10,6,4,0,0.6,2.5,6승0무4패,1패,3-0-2,3-0-2,(2025년 04월03일 기준)
2025-04-03,2025-04-03,2025,정규시즌,4,KT,10,5,4,1,0.556,3.0,5승1무4패,1패,4-0-3,1-1-1,(2025년 04월03일 기준)
2025-04-03,2025-04-03,2025,정규시즌,5,롯데,10,4,5,1,0.444,4.0,4승1무5패,3승,1-1-1,3-0-4,(2025년 04월03일 기준)
2025-04-03,2025-04-03,2025,정규시즌,6,NC,7,3,4,0,0.429,4.0,3승0무4패,2패,0-0-2,3-0-2,(2025년 04월03일 기준)
2025-04-03,2025-04-03,2025,정규시즌,7,KIA,10,4,6,0,0.4,4.5,4승0무6패,1승,3-0-4,1-0-2,(2025년 04월03일 기준)
2025-04-03,2025-04-03,2025,정규시즌,7,두산,10,4,6,0,0.4,4.5,4승0무6패,2승,3-0-2,1-0-4,(2025년 04월03일 기준)
2025-04-03,2025-04-03,2025,정규시즌,7,키움,10,4,6,0,0.4,4.5,4승0무6패,3패,2-0-1,2-0-5,(2025년 04월03일 기준)
2025-04-03,2025-04-03,2025,정규시즌,10,한화,10,3,7,0,0.3,5.5,3승0무7패,3패,2-0-3,1-0-4,(2025년 04월03일 기준)
2025-04-04,2025-04-04,2025,정규시즌,1,LG,10,9,1,0,0.9,0.0,9승0무1패,2승,6-0-0,3-0-1,(2025년 04월04일 기준)
2025-04-04,2025-04-04,2025,정규시즌,2,SSG,9,6,3,0,0.667,2.5,6승0무3패,2승,5-0-1,1-0-2,(2025년 04월04일 기준)
2025-04-04,2025-04-04,2025,정규시즌,3,삼성,11,7,4,0,0.636,2.5,6승0무4패,1승,4-0-2,3-0-2,(2025년 04월04일 기준)
2025-04-04,2025-04-04,2025,정규시즌,4,KT,11,5,5,1,0.5,4.0,5승1무4패,2패,4-0-3,1-1-2,(2025년 04월04일 기준)
2025-04-04,2025-04-04,2025,정규시즌,5,두산,11,5,6,0,0.455,4.5,5승0무5패,3승,3-0-2,2-0-4,(2025년 04월04일 기준)
2025-04-04,2025-04-04,2025,정규시즌,5,키움,11,5,6,0,0.455,4.5,5승0무5패,1승,3-0-1,2-0-5,(2025년 04월04일 기준)
2025-04-04,2025-04-04,2025,정규시즌,7,롯데,11,4,6,1,0.4,5.0,4승1무5패,1패,1-1-2,3-0-4,(2025년 04월04일 기준)
2025-04-04,2025-04-04,2025,정규시즌,8,NC,8,3,5,0,0.375,5.0,3승0무5패,3패,0-0-2,3-0-3,(2025년 04월04일 기준)
2025-04-04,2025-04-04,2025,정규시즌,9,KIA,11,4,7,0,0.364,5.5,3승0무7패,1패,3-0-4,1-0-3,(2025년 04월04일 기준)
2025-04-04,2025-04-04,2025,정규시즌,10,한화,11,3,8,0,0.273,6.5,2승0무8패,4패,2-0-3,1-0-5,(2025년 04월04일 기준)
2025-04-05,2025-04-05,2025,정규시즌,1,LG,10,9,1,0,0.9,0.0,9승0무1패,2승,6-0-0,3-0-1,(2025년 04월05일 기준)
2025-04-05,2025-04-05,2025,정규시즌,2,SSG,9,6,3,0,0.667,2.5,6승0무3패,2승,5-0-1,1-0-2,(2025년 04월05일 기준)
2025-04-05,2025-04-05,2025,정규시즌,3,삼성,12,7,5,0,0.583,3.0,5승0무5패,1패,4-0-3,3-0-2,(2025년 04월05일 기준)
2025-04-05,2025-04-05,2025,정규시즌,4,KT,11,5,5,1,0.5,4.0,5승1무4패,2패,4-0-3,1-1-2,(2025년 04월05일 기준)
2025-04-05,2025-04-05,2025,정규시즌,5,롯데,12,5,6,1,0.455,4.5,5승1무4패,1승,2-1-2,3-0-4,(2025년 04월05일 기준)
2025-04-05,2025-04-05,2025,정규시즌,6,NC,9,4,5,0,0.444,4.5,4승0무5패,1승,0-0-2,4-0-3,(2025년 04월05일 기준)
2025-04-05,2025-04-05,2025,정규시즌,7,두산,12,5,7,0,0.417,5.0,5승0무5패,1패,3-0-2,2-0-5,(2025년 04월05일 기준)
2025-04-05,2025-04-05,2025,정규시즌,7,키움,12,5,7,0,0.417,5.0,5승0무5패,1패,3-0-2,2-0-5,(2025년 04월05일 기준)
2025-04-05,2025-04-05,2025,정규시즌,9,KIA,11,4,7,0,0.364,5.5,3승0무7패,1패,3-0-4,1-0-3,(2025년 04월05일 기준)
2025-04-05,2025-04-05,2025,정규시즌,10,한화,12,4,8,0,0.333,6.0,3승0무7패,1승,2-0-3,2-0-5,(2025년 04월05일 기준)
2025-04-06,2025-04-06,2025,정규시즌,1,LG,11,10,1,0,0.909,0.0,9승0무1패,3승,7-0-0,3-0-1,(2025년 04월06일 기준)
2025-04-06,2025-04-06,2025,정규시즌,2,SSG,10,7,3,0,0.7,2.5,7승0무3패,3승,6-0-1,1-0-2,(2025년 04월06일 기준)
2025-04-06,2025-04-06,2025,정규시즌,3,삼성,13,8,5,0,0.615,3.0,5승0무5패,1승,5-0-3,3-0-2,(2025년 04월06일 기준)
2025-04-06,2025-04-06,2025,정규시즌,4,NC,10,5,5,0,0.5,4.5,5승0무5패,2승,0-0-2,5-0-3,(2025년 04월06일 기준)
2025-04-06,2025-04-06,2025,정규시즌,5,두산,13,6,7,0,0.462,5.0,6승0무4패,1승,3-0-2,3-0-5,(2025년 04월06일 기준)
2025-04-06,2025-04-06,2025,정규시즌,6,KT,12,5,6,1,0.455,5.0,4승1무5패,3패,4-0-3,1-1-3,(2025년 04월06일 기준)
2025-04-06,2025-04-06,2025,정규시즌,7,롯데,13,5,7,1,0.417,5.5,4승1무5패,1패,2-1-3,3-0-4,(2025년 04월06일 기준)
2025-04-06,2025-04-06,2025,정규시즌,8,키움,13,5,8,0,0.385,6.0,5승0무5패,2패,3-0-3,2-0-5,(2025년 04월06일 기준)
2025-04-06,2025-04-06,2025,정규시즌,9,KIA,12,4,8,0,0.333,6.5,3승0무7패,2패,3-0-4,1-0-4,(2025년 04월06일 기준)
2025-04-06,2025-04-06,2025,정규시즌,10,한화,13,4,9,0,0.308,7.0,3승0무7패,1패,2-0-3,2-0-6,(2025년 04월06일 기준)
2025-04-08,2025-04-08,2025,정규시즌,1,LG,12,11,1,0,0.917,0.0,9승0무1패,4승,7-0-0,4-0-1,(2025년 04월08일 기준)
2025-04-08,2025-04-08,2025,정규시즌,2,삼성,14,9,5,0,0.643,3.0,6승0무4패,2승,6-0-3,3-0-2,(2025년 04월08일 기준)
2025-04-08,2025-04-08,2025,정규시즌,3,SSG,11,7,4,0,0.636,3.5,6승0무4패,1패,6-0-1,1-0-3,(2025년 04월08일 기준)
2025-04-08,2025-04-08,2025,정규시즌,4,두산,14,7,7,0,0.5,5.0,6승0무4패,2승,4-0-2,3-0-5,(2025년 04월08일 기준)
2025-04-08,2025-04-08,2025,정규시즌,4,KT,13,6,6,1,0.5,5.0,4승1무5패,1승,5-0-3,1-1-3,(2025년 04월08일 기준)
2025-04-08,2025-04-08,2025,정규시즌,6,NC,11,5,6,0,0.455,5.5,5승0무5패,1패,0-0-2,5-0-4,(2025년 04월08일 기준)
2025-04-08,2025-04-08,2025,정규시즌,7,KIA,13,5,8,0,0.385,6.5,3승0무7패,1승,3-0-4,2-0-4,(2025년 04월08일 기준)
2025-04-08,2025-04-08,2025,정규시즌,7,롯데,14,5,8,1,0.385,6.5,4승1무5패,2패,2-1-4,3-0-4,(2025년 04월08일 기준)
2025-04-08,2025-04-08,2025,정규시즌,9,키움,14,5,9,0,0.357,7.0,4승0무6패,3패,3-0-4,2-0-5,(2025년 04월08일 기준)
2025-04-08,2025-04-08,2025,정규시즌,10,한화,14,4,10,0,0.286,8.0,3승0무7패,2패,2-0-3,2-0-7,(2025년 04월08일 기준)
2025-04-09,2025-04-09,2025,정규시즌,1,LG,13,11,2,0,0.846,0.0,8승0무2패,1패,7-0-0,4-0-2,(2025년 04월09일 기준)
2025-04-09,2025-04-09,2025,정규시즌,2,SSG,12,8,4,0,0.667,2.5,6승0무4패,1승,6-0-1,2-0-3,(2025년 04월09일 기준)
2025-04-09,2025-04-09,2025,정규시즌,3,삼성,15,9,6,0,0.6,3.0,6승0무4패,1패,6-0-4,3-0-2,(2025년 04월09일 기준)
2025-04-09,2025-04-09,2025,정규시즌,4,KT,14,7,6,1,0.538,4.0,5승1무4패,2승,6-0-3,1-1-3,(2025년 04월09일 기준)
2025-04-09,2025-04-09,2025,정규시즌,5,두산,15,7,8,0,0.467,5.0,6승0무4패,1패,4-0-3,3-0-5,(2025년 04월09일 기준)
2025-04-09,2025-04-09,2025,정규시즌,6,KIA,14,6,8,0,0.429,5.5,4승0무6패,2승,3-0-4,3-0-4,(2025년 04월09일 기준)
2025-04-09,2025-04-09,2025,정규시즌,7,NC,12,5,7,0,0.417,5.5,4승0무6패,2패,0-0-2,5-0-5,(2025년 04월09일 기준)
2025-04-09,2025-04-09,2025,정규시즌,8,키움,15,6,9,0,0.4,6.0,4승0무6패,1승,4-0-4,2-0-5,(2025년 04월09일 기준)
2025-04-09,2025-04-09,2025,정규시즌,9,롯데,15,5,9,1,0.357,6.5,4승1무5패,3패,2-1-5,3-0-4,(2025년 04월09일 기준)
2025-04-09,2025-04-09,2025,정규시즌,10,한화,15,5,10,0,0.333,7.0,4승0무6패,1승,2-0-3,3-0-7,(2025년 04월09일 기준)
2025-04-10,2025-04-10,2025,정규시즌,1,LG,14,12,2,0,0.857,0.0,8승0무2패,1승,7-0-0,5-0-2,(2025년 04월10일 기준)
2025-04-10,2025-04-10,2025,정규시즌,2,삼성,16,10,6,0,0.625,3.0,7승0무3패,1승,7-0-4,3-0-2,(2025년 04월10일 기준)
2025-04-10,2025-04-10,2025,정규시즌,3,SSG,13,8,5,0,0.615,3.5,6승0무4패,1패,6-0-1,2-0-4,(2025년 04월10일 기준)
2025-04-10,2025-04-10,2025,정규시즌,4,KT,15,7,7,1,0.5,5.0,4승1무5패,1패,6-0-4,1-1-3,(2025년 04월10일 기준)
2025-04-10,2025-04-10,2025,정규시즌,5,NC,13,6,7,0,0.462,5.5,5승0무5패,1승,0-0-2,6-0-5,(2025년 04월10일 기준)
2025-04-10,2025-04-10,2025,정규시즌,6,두산,16,7,9,0,0.438,6.0,5승0무5패,2패,4-0-4,3-0-5,(2025년 04월10일 기준)
2025-04-10,2025-04-10,2025,정규시즌,7,KIA,15,6,9,0,0.4,6.5,4승0무6패,1패,3-0-4,3-0-5,(2025년 04월10일 기준)
2025-04-10,2025-04-10,2025,정규시즌,7,롯데,16,6,9,1,0.4,6.5,5승1무4패,1승,3-1-5,3-0-4,(2025년 04월10일 기준)
2025-04-10,2025-04-10,2025,정규시즌,9,한화,16,6,10,0,0.375,7.0,4승0무6패,2승,2-0-3,4-0-7,(2025년 04월10일 기준)
2025-04-10,2025-04-10,2025,정규시즌,9,키움,16,6,10,0,0.375,7.0,3승0무7패,1패,4-0-5,2-0-5,(2025년 04월10일 기준)
2025-04-11,2025-04-11,2025,정규시즌,1,LG,15,13,2,0,0.867,0.0,8승0무2패,2승,8-0-0,5-0-2,(2025년 04월11일 기준)
2025-04-11,2025-04-11,2025,정규시즌,2,SSG,14,9,5,0,0.643,3.5,6승0무4패,1승,6-0-1,3-0-4,(2025년 04월11일 기준)
2025-04-11,2025-04-11,2025,정규시즌,3,삼성,17,10,7,0,0.588,4.0,6승0무4패,1패,7-0-4,3-0-3,(2025년 04월11일 기준)
2025-04-11,2025-04-11,2025,정규시즌,4,KT,16,8,7,1,0.533,5.0,4승1무5패,1승,7-0-4,1-1-3,(2025년 04월11일 기준)
2025-04-11,2025-04-11,2025,정규시즌,5,롯데,17,7,9,1,0.438,6.5,5승1무4패,2승,3-1-5,4-0-4,(2025년 04월11일 기준)
2025-04-11,2025-04-11,2025,정규시즌,6,NC,14,6,8,0,0.429,6.5,4승0무6패,1패,0-0-3,6-0-5,(2025년 04월11일 기준)
2025-04-11,2025-04-11,2025,정규시즌,7,두산,17,7,10,0,0.412,7.0,5승0무5패,3패,4-0-4,3-0-6,(2025년 04월11일 기준)
2025-04-11,2025-04-11,2025,정규시즌,7,한화,17,7,10,0,0.412,7.0,4승0무6패,3승,3-0-3,4-0-7,(2025년 04월11일 기준)
2025-04-11,2025-04-11,2025,정규시즌,9,KIA,16,6,10,0,0.375,7.5,4승0무6패,2패,3-0-5,3-0-5,(2025년 04월11일 기준)
2025-04-11,2025-04-11,2025,정규시즌,10,키움,17,6,11,0,0.353,8.0,2승0무8패,2패,4-0-5,2-0-6,(2025년 04월11일 기준)
2025-04-12,2025-04-12,2025,정규시즌,1,LG,16,14,2,0,0.875,0.0,8승0무2패,3승,9-0-0,5-0-2,(2025년 04월12일 기준)
2025-04-12,2025-04-12,2025,정규시즌,2,SSG,14,9,5,0,0.643,4.0,6승0무4패,1승,6-0-1,3-0-4,(2025년 04월12일 기준)
2025-04-12,2025-04-12,2025,정규시즌,3,삼성,17,10,7,0,0.588,4.5,6승0무4패,1패,7-0-4,3-0-3,(2025년 04월12일 기준)
2025-04-12,2025-04-12,2025,정규시즌,4,KT,16,8,7,1,0.533,5.5,4승1무5패,1승,7-0-4,1-1-3,(2025년 04월12일 기준)
2025-04-12,2025-04-12,2025,정규시즌,5,롯데,18,8,9,1,0.471,6.5,6승0무4패,3승,3-1-5,5-0-4,(2025년 04월12일 기준)
2025-04-12,2025-04-12,2025,정규시즌,6,NC,15,6,9,0,0.4,7.5,3승0무7패,2패,0-0-4,6-0-5,(2025년 04월12일 기준)
2025-04-12,2025-04-12,2025,정규시즌,7,두산,18,7,11,0,0.389,8.0,5승0무5패,4패,4-0-4,3-0-7,(2025년 04월12일 기준)
2025-04-12,2025-04-12,2025,정규시즌,7,한화,18,7,11,0,0.389,8.0,4승0무6패,1패,3-0-4,4-0-7,(2025년 04월12일 기준)
2025-04-12,2025-04-12,2025,정규시즌,7,키움,18,7,11,0,0.389,8.0,3승0무7패,1승,4-0-5,3-0-6,(2025년 04월12일 기준)
2025-04-12,2025-04-12,2025,정규시즌,10,KIA,16,6,10,0,0.375,8.0,4승0무6패,2패,3-0-5,3-0-5,(2025년 04월12일 기준)
2025-04-13,2025-04-13,2025,정규시즌,1,LG,17,14,3,0,0.824,0.0,7승0무3패,1패,9-0-1,5-0-2,(2025년 04월13일 기준)
2025-04-13,2025-04-13,2025,정규시즌,2,SSG,15,9,6,0,0.6,4.0,5승0무5패,1패,6-0-1,3-0-5,(2025년 04월13일 기준)
2025-04-13,2025-04-13,2025,정규시즌,3,KT,17,9,7,1,0.563,4.5,5승1무4패,2승,8-0-4,1-1-3,(2025년 04월13일 기준)
2025-04-13,2025-04-13,2025,정규시즌,4,삼성,18,10,8,0,0.556,4.5,5승0무5패,2패,7-0-4,3-0-4,(2025년 04월13일 기준)
2025-04-13,2025-04-13,2025,정규시즌,5,롯데,19,8,10,1,0.444,6.5,5승0무5패,1패,3-1-5,5-0-5,(2025년 04월13일 기준)
2025-04-13,2025-04-13,2025,정규시즌,6,NC,16,7,9,0,0.438,6.5,4승0무6패,1승,1-0-4,6-0-5,(2025년 04월13일 기준)
2025-04-13,2025-04-13,2025,정규시즌,7,두산,19,8,11,0,0.421,7.0,5승0무5패,1승,4-0-4,4-0-7,(2025년 04월13일 기준)
2025-04-13,2025-04-13,2025,정규시즌,7,한화,19,8,11,0,0.421,7.0,5승0무5패,1승,4-0-4,4-0-7,(2025년 04월13일 기준)
2025-04-13,2025-04-13,2025,정규시즌,9,KIA,17,7,10,0,0.412,7.0,5승0무5패,1승,4-0-5,3-0-5,(2025년 04월13일 기준)
2025-04-13,2025-04-13,2025,정규시즌,10,키움,19,7,12,0,0.368,8.0,3승0무7패,1패,4-0-5,3-0-7,(2025년 04월13일 기준)
2025-04-15,2025-04-15,2025,정규시즌,1,LG,18,15,3,0,0.833,0.0,8승0무2패,1승,10-0-1,5-0-2,(2025년 04월15일 기준)
2025-04-15,2025-04-15,2025,정규시즌,2,SSG,16,9,7,0,0.563,5.0,5승0무5패,2패,6-0-2,3-0-5,(2025년 04월15일 기준)
2025-04-15,2025-04-15,2025,정규시즌,3,KT,18,9,8,1,0.529,5.5,5승0무5패,1패,8-0-4,1-1-4,(2025년 04월15일 기준)
2025-04-15,2025-04-15,2025,정규시즌,4,삼성,19,10,9,0,0.526,5.5,4승0무6패,3패,7-0-4,3-0-5,(2025년 04월15일 기준)
2025-04-15,2025-04-15,2025,정규시즌,5,롯데,20,9,10,1,0.474,6.5,5승0무5패,1승,4-1-5,5-0-5,(2025년 04월15일 기준)
2025-04-15,2025-04-15,2025,정규시즌,6,한화,20,9,11,0,0.45,7.0,6승0무4패,2승,4-0-4,5-0-7,(2025년 04월15일 기준)
2025-04-15,2025-04-15,2025,정규시즌,7,KIA,18,8,10,0,0.444,7.0,5승0무5패,2승,5-0-5,3-0-5,(2025년 04월15일 기준)
2025-04-15,2025-04-15,2025,정규시즌,8,NC,16,7,9,0,0.438,7.0,4승0무6패,1승,1-0-4,6-0-5,(2025년 04월15일 기준)
2025-04-15,2025-04-15,2025,정규시즌,9,두산,19,8,11,0,0.421,7.5,5승0무5패,1승,4-0-4,4-0-7,(2025년 04월15일 기준)
2025-04-15,2025-04-15,2025,정규시즌,10,키움,20,7,13,0,0.35,9.0,3승0무7패,2패,4-0-5,3-0-8,(2025년 04월15일 기준)
2025-04-16,2025-04-16,2025,정규시즌,1,LG,19,16,3,0,0.842,0.0,8승0무2패,2승,11-0-1,5-0-2,(2025년 04월16일 기준)
2025-04-16,2025-04-16,2025,정규시즌,2,KT,19,10,8,1,0.556,5.5,5승0무5패,1승,8-0-4,2-1-4,(2025년 04월16일 기준)
2025-04-16,2025-04-16,2025,정규시즌,3,SSG,17,9,8,0,0.529,6.0,5승0무5패,3패,6-0-3,3-0-5,(2025년 04월16일 기준)
2025-04-16,2025-04-16,2025,정규시즌,4,삼성,20,10,10,0,0.5,6.5,4승0무6패,4패,7-0-4,3-0-6,(2025년 04월16일 기준)
2025-04-16,2025-04-16,2025,정규시즌,4,롯데,21,10,10,1,0.5,6.5,6승0무4패,2승,5-1-5,5-0-5,(2025년 04월16일 기준)
2025-04-16,2025-04-16,2025,정규시즌,6,한화,21,10,11,0,0.476,7.0,7승0무3패,3승,4-0-4,6-0-7,(2025년 04월16일 기준)
2025-04-16,2025-04-16,2025,정규시즌,7,NC,16,7,9,0,0.438,7.5,4승0무6패,1승,1-0-4,6-0-5,(2025년 04월16일 기준)
2025-04-16,2025-04-16,2025,정규시즌,8,KIA,19,8,11,0,0.421,8.0,5승0무5패,1패,5-0-6,3-0-5,(2025년 04월16일 기준)
2025-04-16,2025-04-16,2025,정규시즌,8,두산,19,8,11,0,0.421,8.0,5승0무5패,1승,4-0-4,4-0-7,(2025년 04월16일 기준)
2025-04-16,2025-04-16,2025,정규시즌,10,키움,21,7,14,0,0.333,10.0,2승0무8패,3패,4-0-5,3-0-9,(2025년 04월16일 기준)
2025-04-17,2025-04-17,2025,정규시즌,1,LG,20,16,4,0,0.8,0.0,7승0무3패,1패,11-0-2,5-0-2,(2025년 04월17일 기준)
2025-04-17,2025-04-17,2025,정규시즌,2,KT,20,10,9,1,0.526,5.5,5승0무5패,1패,8-0-4,2-1-5,(2025년 04월17일 기준)
2025-04-17,2025-04-17,2025,정규시즌,3,삼성,21,11,10,0,0.524,5.5,4승0무6패,1승,7-0-4,4-0-6,(2025년 04월17일 기준)
2025-04-17,2025-04-17,2025,정규시즌,3,롯데,22,11,10,1,0.524,5.5,6승0무4패,3승,6-1-5,5-0-5,(2025년 04월17일 기준)
2025-04-17,2025-04-17,2025,정규시즌,5,SSG,18,9,9,0,0.5,6.0,4승0무6패,4패,6-0-4,3-0-5,(2025년 04월17일 기준)
2025-04-17,2025-04-17,2025,정규시즌,5,한화,22,11,11,0,0.5,6.0,7승0무3패,4승,4-0-4,7-0-7,(2025년 04월17일 기준)
2025-04-17,2025-04-17,2025,정규시즌,7,KIA,20,9,11,0,0.45,7.0,5승0무5패,1승,6-0-6,3-0-5,(2025년 04월17일 기준)
2025-04-17,2025-04-17,2025,정규시즌,8,NC,16,7,9,0,0.438,7.0,4승0무6패,1승,1-0-4,6-0-5,(2025년 04월17일 기준)
2025-04-17,2025-04-17,2025,정규시즌,9,두산,19,8,11,0,0.421,7.5,5승0무5패,1승,4-0-4,4-0-7,(2025년 04월17일 기준)
2025-04-17,2025-04-17,2025,정규시즌,10,키움,22,7,15,0,0.318,10.0,2승0무8패,4패,4-0-5,3-0-10,(2025년 04월17일 기준)
2025-04-18,2025-04-18,2025,정규시즌,1,LG,21,17,4,0,0.81,0.0,7승0무3패,1승,11-0-2,6-0-2,(2025년 04월18일 기준)
2025-04-18,2025-04-18,2025,정규시즌,2,롯데,23,12,10,1,0.545,5.5,7승0무3패,4승,6-1-5,6-0-5,(2025년 04월18일 기준)
2025-04-18,2025-04-18,2025,정규시즌,3,한화,23,12,11,0,0.522,6.0,8승0무2패,5승,5-0-4,7-0-7,(2025년 04월18일 기준)
