날짜,요일,홈,방문,구장,관중수,지점번호,관측도시,일평균기온(°C),일합계강수량(mm)
2025/07/09,수,LG,키움,잠실,16400,108,서울,31.9,
2025/07/10,목,한화K,IA,대전,17000,133,대전,29.8,
2025/07/10,목,SSG,KT,문학,10817,112,인천,31.1,
2025/07/10,목,롯데,두산,사직,21199,159,부산,28.0,
2025/07/10,목,NC,삼성,창원,10106,155,창원,28.5,
2025/07/10,목,LG,키움,잠실,16628,108,서울,31.4,
2025/07/18,금,KT,한화,수원,18700,119,수원,25.3,0.7
2025/07/18,금,LG,롯데,잠실,23750,108,서울,24.7,16.1
2025/07/19,토,KT,한화,수원,18700,119,수원,24.3,47.0
2025/07/19,토,LG,롯데,잠실,23750,108,서울,23.9,84.0
2025/07/19,토,SSG,두산,문학,19877,112,인천,23.6,52.4
2025/07/20,일,KT,한화,수원,18700,119,수원,27.2,3.2
2025/07/20,일,LG,롯데,잠실,23750,108,서울,27.7,14.8
2025/07/20,일,KIA,NC,광주,16985,156,광주,27.7,
2025/07/20,일,SSG,두산,문학,18102,112,인천,26.8,30.1
2025/07/20,일,삼성,키움,대구,24000,143,대구,26.5,
2025/07/22,화,두산,한화,잠실,23750,108,서울,28.8,0.1
2025/07/22,화,NC,KT,창원,6302,155,창원,28.6,
2025/07/22,화,KIA,LG,광주,12468,156,광주,28.2,
2025/07/22,화,키움,롯데,고척,15362,108,서울,28.8,0.1
2025/07/22,화,삼성S,SG,대구,22896,143,대구,29.5,
2025/07/23,수,두산,한화,잠실,23750,108,서울,28.9,
2025/07/23,수,NC,KT,창원,6375,155,창원,28.8,
2025/07/23,수,KIA,LG,광주,12172,156,광주,28.8,
2025/07/23,수,키움,롯데,고척,15325,108,서울,28.9,
2025/07/23,수,삼성S,SG,대구,23304,143,대구,29.9,
2025/07/24,목,두산,한화,잠실,23750,108,서울,29.8,
2025/07/24,목,NC,KT,창원,5157,155,창원,28.3,
2025/07/24,목,KIA,LG,광주,12364,156,광주,29.8,
2025/07/24,목,키움,롯데,고척,15216,108,서울,29.8,
2025/07/24,목,삼성S,SG,대구,24000,143,대구,29.9,
2025/07/25,금,롯데K,IA,사직,22669,159,부산,29.6,
2025/07/25,금,두산,LG,잠실,20007,108,서울,31.1,
2025/07/25,금,한화S,SG,대전,17000,133,대전,30.4,
2025/07/25,금,KT,삼성,수원,18700,119,수원,29.7,
2025/07/25,금,NC,키움,창원,6171,155,창원,28.9,
2025/07/26,토,롯데K,IA,사직,22669,159,부산,29.9,
2025/07/26,토,두산,LG,잠실,23750,108,서울,32.3,
2025/07/26,토,한화S,SG,대전,17000,133,대전,30.6,
2025/07/26,토,KT,삼성,수원,18700,119,수원,30.8,
2025/07/26,토,NC,키움,창원,10690,155,창원,29.8,
2025/07/27,일,롯데K,IA,사직,22669,159,부산,29.9,
2025/07/27,일,두산,LG,잠실,20780,108,서울,32.8,
2025/07/27,일,한화S,SG,대전,17000,133,대전,31.6,
2025/07/27,일,KT,삼성,수원,18700,119,수원,30.7,
2025/07/27,일,NC,키움,창원,8115,155,창원,29.5,
2025/07/29,화,LG,KT,잠실,17294,108,서울,32.0,
2025/07/29,화,롯데,NC,사직,22669,159,부산,29.2,
2025/07/29,화,KIA,두산,광주,14329,156,광주,29.8,
2025/07/29,화,한화,삼성,대전,17000,133,대전,31.2,
2025/07/29,화,SSG,키움,문학,10177,112,인천,30.1,
2025/07/30,수,LG,KT,잠실,17782,108,서울,32.1,
2025/07/30,수,롯데,NC,사직,22669,159,부산,29.1,
2025/07/30,수,KIA,두산,광주,15391,156,광주,29.1,
2025/07/30,수,한화,삼성,대전,17000,133,대전,30.9,
2025/07/30,수,SSG,키움,문학,10514,112,인천,30.0,
2025/07/31,목,LG,KT,잠실,17630,108,서울,30.9,
2025/07/31,목,롯데,NC,사직,22669,159,부산,29.3,
2025/07/31,목,KIA,두산,광주,15584,156,광주,29.8,
2025/07/31,목,한화,삼성,대전,17000,133,대전,29.9,
2025/07/31,목,SSG,키움,문학,10917,112,인천,29.6,
2025/08/01,금,키움K,IA,고척,16000,108,서울,31.0,
2025/08/01,금,NC,두산,창원,11048,155,창원,28.7,
2025/08/01,금,SSG,롯데,문학,23000,112,인천,29.2,
2025/08/01,금,삼성,한화,대구,24000,143,대구,30.4,
2025/08/01,금,KT,LG,수원,18700,119,수원,29.4,
2025/08/02,토,키움K,IA,고척,16000,108,서울,31.2,
2025/08/02,토,NC,두산,창원,14149,155,창원,29.5,
2025/08/02,토,SSG,롯데,문학,23000,112,인천,29.2,
2025/08/02,토,삼성,한화,대구,24000,143,대구,30.9,
2025/08/02,토,KT,LG,수원,18700,119,수원,29.5,
2025/08/03,일,키움K,IA,고척,16000,108,서울,28.8,1.3
2025/08/03,일,NC,두산,창원,10257,155,창원,28.7,22.3
2025/08/03,일,SSG,롯데,문학,21080,112,인천,27.9,3.1
2025/08/03,일,삼성,한화,대구,24000,143,대구,28.9,24.5
2025/08/03,일,KT,LG,수원,18700,119,수원,26.8,6.7
2025/08/05,화,롯데K,IA,사직,22669,159,부산,28.6,4.9
2025/08/05,화,LG,삼성,잠실,23750,108,서울,29.1,
2025/08/05,화,한화,NC,대전,17000,133,대전,29.3,
2025/08/05,화,두산,키움,잠실,15021,108,서울,29.1,
2025/08/05,화,SSG,KT,문학,10432,112,인천,27.3,
2025/08/06,수,롯데K,IA,사직,22669,159,부산,28.5,2.4
2025/08/06,수,LG,삼성,잠실,23750,108,서울,27.1,22.0
2025/08/06,수,한화,NC,대전,17000,133,대전,28.0,1.9
2025/08/06,수,두산,키움,잠실,16140,108,서울,27.1,22.0
2025/08/06,수,SSG,KT,문학,11105,112,인천,26.7,7.3
2025/08/07,목,롯데K,IA,사직,22669,159,부산,29.5,
2025/08/07,목,LG,삼성,잠실,23750,108,서울,28.2,
2025/08/07,목,한화,NC,대전,17000,133,대전,27.5,
2025/08/07,목,두산,키움,잠실,16778,108,서울,28.2,
2025/08/07,목,SSG,KT,문학,12217,112,인천,27.3,
2025/08/08,금,KIA,삼성,광주,20500,156,광주,26.8,
2025/08/08,금,롯데,NC,사직,22669,159,부산,27.4,
2025/08/08,금,두산S,SG,잠실,16402,108,서울,26.6,6.3
2025/08/08,금,한화,LG,대전,17000,133,대전,26.1,
2025/08/08,금,키움,KT,고척,8294,108,서울,26.6,6.3
2025/08/09,토,KIA,삼성,광주,20500,156,광주,23.5,24.3
2025/08/09,토,롯데,NC,사직,22669,159,부산,24.9,5.2
2025/08/09,토,두산S,SG,잠실,23750,108,서울,24.9,3.5
2025/08/09,토,한화,LG,대전,17000,133,대전,24.3,0.8
2025/08/09,토,키움,KT,고척,11441,108,서울,24.9,3.5
2025/08/10,일,KIA,삼성,광주,20500,156,광주,25.9,33.8
2025/08/10,일,롯데,NC,사직,22669,159,부산,23.5,39.3
2025/08/10,일,두산S,SG,잠실,19824,108,서울,27.3,
2025/08/10,일,한화,LG,대전,17000,133,대전,26.2,
2025/08/10,일,키움,KT,고척,10035,108,서울,27.3,
2025/08/12,화,LG,키움,잠실,17804,108,서울,28.6,
2025/08/12,화,NCK,IA,창원,11048,155,창원,22.6,54.7
2025/08/12,화,KT,한화,수원,17452,119,수원,26.9,
2025/08/12,화,삼성S,SG,대구,18054,143,대구,22.8,5.9
2025/08/12,화,롯데,두산,사직,20661,159,부산,23.0,74.1
2025/08/13,수,LG,키움,잠실,18021,108,서울,25.1,126.7
2025/08/13,수,NCK,IA,창원,11214,155,창원,27.5,0.3
2025/08/13,수,KT,한화,수원,18700,119,수원,25.6,59.6
2025/08/13,수,삼성S,SG,대구,20448,143,대구,27.5,
2025/08/13,수,롯데,두산,사직,21914,159,부산,27.6,
2025/08/14,목,LG,키움,잠실,18340,108,서울,25.5,47.8
2025/08/14,목,NCK,IA,창원,14149,155,창원,28.7,
2025/08/14,목,KT,한화,수원,18700,119,수원,25.2,29.9
2025/08/14,목,삼성S,SG,대구,21525,143,대구,29.8,
2025/08/14,목,롯데,두산,사직,22669,159,부산,28.7,
2025/08/15,금,KIA,LG,광주,20500,156,광주,28.7,
2025/08/15,금,SSG,한화,문학,23000,112,인천,25.6,60.7
2025/08/15,금,삼성,두산,대구,24000,143,대구,29.5,
2025/08/15,금,키움,롯데,고척,16000,108,서울,27.1,
2025/08/15,금,NC,KT,창원,10482,155,창원,29.1,
2025/08/16,토,KIA,LG,광주,20500,156,광주,28.4,
2025/08/16,토,SSG,한화,문학,23000,112,인천,27.2,
2025/08/16,토,삼성,두산,대구,24000,143,대구,29.7,
2025/08/16,토,키움,롯데,고척,16000,108,서울,28.2,
2025/08/16,토,NC,KT,창원,14024,155,창원,29.1,
2025/08/17,일,KIA,LG,광주,20500,156,광주,28.3,
2025/08/17,일,SSG,한화,문학,23000,112,인천,27.3,
2025/08/17,일,삼성,두산,대구,24000,143,대구,28.8,
2025/08/17,일,키움,롯데,고척,16000,108,서울,28.4,
2025/08/17,일,NC,KT,창원,11961,155,창원,28.9,
2025/08/19,화,한화K,IA,대전,17000,133,대전,29.0,
2025/08/19,화,SSG,LG,문학,14402,112,인천,28.1,
2025/08/19,화,롯데,삼성,사직,22669,159,부산,29.0,
2025/08/19,화,두산,NC,잠실,13019,108,서울,29.1,
2025/08/19,화,키움,KT,고척,5011,108,서울,29.1,
2025/08/20,수,한화K,IA,대전,17000,133,대전,29.5,
2025/08/20,수,SSG,LG,문학,15221,112,인천,28.3,
2025/08/20,수,롯데,삼성,사직,22669,159,부산,29.0,
2025/08/20,수,두산,NC,잠실,14140,108,서울,29.4,
2025/08/20,수,키움,KT,고척,5667,108,서울,29.4,
2025/08/21,목,한화K,IA,대전,17000,133,대전,29.9,
2025/08/21,목,SSG,LG,문학,16039,112,인천,28.6,
2025/08/21,목,롯데,삼성,사직,22669,159,부산,29.7,
2025/08/21,목,두산,NC,잠실,14882,108,서울,29.8,
2025/08/21,목,키움,KT,고척,6024,108,서울,29.8,
2025/08/22,금,KIA,롯데,광주,20500,156,광주,29.2,
2025/08/22,금,LGS,SG,잠실,23750,108,서울,29.4,
2025/08/22,금,NC,한화,창원,14402,155,창원,29.3,
2025/08/22,금,삼성,키움,대구,24000,143,대구,30.0,
2025/08/22,금,KT,두산,수원,15140,119,수원,28.3,
2025/08/23,토,KIA,롯데,광주,20500,156,광주,29.2,
2025/08/23,토,LGS,SG,잠실,23750,108,서울,29.3,
2025/08/23,토,NC,한화,창원,17891,155,창원,29.3,
2025/08/23,토,삼성,키움,대구,24000,143,대구,30.8,
2025/08/23,토,KT,두산,수원,18700,119,수원,28.2,
2025/08/24,일,KIA,롯데,광주,20500,156,광주,29.3,
2025/08/24,일,LGS,SG,잠실,23750,108,서울,30.2,
2025/08/24,일,NC,한화,창원,16102,155,창원,29.3,
2025/08/24,일,삼성,키움,대구,24000,143,대구,31.0,
2025/08/24,일,KT,두산,수원,17250,119,수원,28.9,
2025/08/26,화,KIA,KT,광주,15302,156,광주,27.2,31.0
2025/08/26,화,LG,한화,잠실,23750,108,서울,27.6,5.4
2025/08/26,화,롯데,NC,사직,22669,159,부산,29.0,
2025/08/26,화,SSG,두산,문학,15441,112,인천,26.9,10.0
2025/08/26,화,키움,삼성,고척,10140,108,서울,27.6,5.4
2025/08/27,수,KIA,KT,광주,16110,156,광주,28.1,
2025/08/27,수,LG,한화,잠실,23750,108,서울,26.7,
2025/08/27,수,롯데,NC,사직,22669,159,부산,28.7,
2025/08/27,수,SSG,두산,문학,16220,112,인천,26.5,
2025/08/27,수,키움,삼성,고척,11350,108,서울,26.7,
2025/08/28,목,KIA,KT,광주,16552,156,광주,28.7,
2025/08/28,목,LG,한화,잠실,23750,108,서울,28.3,
2025/08/28,목,롯데,NC,사직,22669,159,부산,28.6,
2025/08/28,목,SSG,두산,문학,16881,112,인천,27.6,
2025/08/28,목,키움,삼성,고척,11042,108,서울,28.3,
2025/08/29,금,두산K,IA,잠실,23750,108,서울,29.0,32.2
2025/08/29,금,한화,롯데,대전,17000,133,대전,29.3,
2025/08/29,금,삼성,LG,대구,24000,143,대구,30.6,
2025/08/29,금,NCS,SG,창원,8110,155,창원,28.7,
2025/08/29,금,KT,키움,수원,9350,119,수원,28.5,
2025/08/30,토,두산K,IA,잠실,23750,108,서울,28.4,23.9
2025/08/30,토,한화,롯데,대전,17000,133,대전,29.4,
2025/08/30,토,삼성,LG,대구,24000,143,대구,31.0,
2025/08/30,토,NCS,SG,창원,12440,155,창원,29.3,
2025/08/30,토,KT,키움,수원,14021,119,수원,28.4,0.9
2025/08/31,일,두산K,IA,잠실,23750,108,서울,28.5,
2025/08/31,일,한화,롯데,대전,17000,133,대전,27.9,
2025/08/31,일,삼성,LG,대구,24000,143,대구,27.8,2.9
2025/08/31,일,NCS,SG,창원,10121,155,창원,27.0,9.1
2025/08/31,일,KT,키움,수원,13320,119,수원,27.5,1.5
2025/09/02,화,LG,두산,잠실,23750,108,서울,26.0,
2025/09/02,수,한화,삼성,대전,17000,133,대전,25.4,0.1
2025/09/02,수,KIA,KT,광주,15320,156,광주,26.0,20.3
2025/09/02,수,SSG,NC,문학,12401,112,인천,25.7,
2025/09/02,수,롯데,키움,사직,22669,159,부산,26.5,0.2
2025/09/03,수,LG,두산,잠실,23750,108,서울,27.6,
2025/09/03,수,한화,삼성,대전,17000,133,대전,26.0,8.8
2025/09/03,수,KIA,KT,광주,16845,156,광주,26.0,
2025/09/03,수,SSG,NC,문학,13119,112,인천,27.7,
2025/09/03,수,롯데,키움,사직,22669,159,부산,27.6,
2025/09/05,금,삼성,한화,대구,24000,143,대구,27.4,12.6
2025/09/05,금,두산,LG,잠실,23750,108,서울,27.9,
2025/09/05,금,KIA,키움,광주,18204,156,광주,26.9,2.8
2025/09/05,금,KTS,SG,수원,14102,119,수원,27.2,
2025/09/05,금,NC,롯데,창원,17891,155,창원,27.4,
2025/09/06,토,삼성,한화,대구,24000,143,대구,28.4,
2025/09/06,토,두산,LG,잠실,23750,108,서울,26.8,36.1
2025/09/06,토,KIA,키움,광주,20500,156,광주,28.3,
2025/09/06,토,KTS,SG,수원,18700,119,수원,25.8,20.4
2025/09/06,토,NC,롯데,창원,17891,155,창원,27.6,
2025/09/07,일,삼성,한화,대구,24000,143,대구,26.7,5.5
2025/09/07,일,두산,LG,잠실,23750,108,서울,25.3,0.2
2025/09/07,일,KIA,키움,광주,20500,156,광주,25.9,26.3
2025/09/07,일,KTS,SG,수원,16220,119,수원,24.3,0.2
2025/09/07,일,NC,롯데,창원,15441,155,창원,27.6,1.8
2025/09/12,금,LGK,IA,잠실,23750,108,서울,23.9,6.8
2025/09/12,금,한화,KT,대전,17000,133,대전,22.8,24.4
2025/09/12,금,롯데,삼성,사직,22669,159,부산,26.5,
2025/09/12,금,SSG,키움,문학,14203,112,인천,23.9,5.6
2025/09/13,토,LGK,IA,잠실,23750,108,서울,23.3,63.7
2025/09/13,토,한화,KT,대전,17000,133,대전,25.1,20.1
2025/09/13,토,롯데,삼성,사직,22669,159,부산,25.9,28.7
2025/09/13,토,SSG,키움,문학,18110,112,인천,22.8,36.7
2025/09/14,일,LGK,IA,잠실,23750,108,서울,24.8,
2025/09/14,일,한화,KT,대전,17000,133,대전,25.3,
2025/09/14,일,롯데,삼성,사직,22669,159,부산,25.8,
2025/09/14,일,SSG,키움,문학,16552,112,인천,24.3,
2025/09/20,토,LG,삼성,잠실,23750,108,서울,20.0,35.3
2025/09/20,토,KIA,한화,광주,20500,156,광주,22.5,9.3
2025/09/20,토,롯데S,SG,사직,22669,159,부산,25.1,7.2
2025/09/20,토,두산,NC,잠실,19824,108,서울,20.0,35.3
2025/09/21,일,LG,삼성,잠실,23750,108,서울,21.6,
2025/09/21,일,KIA,한화,광주,20500,156,광주,22.2,
2025/09/21,일,롯데S,SG,사직,22669,159,부산,22.5,
2025/09/21,일,두산,NC,잠실,18340,108,서울,21.6,
2025/09/27,토,두산S,SG,잠실,23750,108,서울,22.5,
2025/09/27,토,한화,LG,대전,17000,133,대전,23.1,
2025/09/27,토,KIA,삼성,광주,20500,156,광주,24.1,
2025/09/27,토,NC,롯데,창원,16110,155,창원,23.6,
2025/09/28,일,두산S,SG,잠실,23750,108,서울,20.0,44.5
2025/09/28,토,한화,LG,대전,17000,133,대전,20.4,27.2
2025/09/28,토,KIA,삼성,광주,20500,156,광주,21.8,17.7
2025/09/30,화,두산,LG,잠실,23750,108,서울,19.8,
2025/09/30,수,한화,롯데,대전,17000,133,대전,19.3,
2025/09/30,수,KIA,삼성,광주,20500,156,광주,20.2,
2025/09/30,수,SSG,키움,문학,18221,112,인천,19.9,
2025/09/30,수,KT,NC,수원,14140,119,수원,18.3,
2025/10/01,수,SSG,한화,문학,23000,112,인천,20.4,3.2
2025/10/01,수,KIA,KT,광주,6777,156,광주,20.9,
2025/10/01,수,LG,NC,잠실,23750,108,서울,20.5,
2025/10/02,목,KIAS,SG,광주,8043,156,광주,20.2,1.2
2025/10/03,금,KT,한화,수원,18700,119,수원,20.4,4.7
2025/10/04,토,NCS,SG,창원,17983,155,창원,22.2,1.4
2025/10/04,토,KIA,삼성,광주,17513,156,광주,22.0,0.7
